edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,sastisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring
38,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1036,Medium,High,2,Sales Executive,High,Single,6861,8,Yes,12,Excellent,High,0,19,1,1,0,0,82332,17289.72,0.17692307692307693
26,Yes,Non-Travel,Sales,29,Bachelor,Medical,1037,Medium,Low,2,Sales Executive,Low,Single,4969,8,No,18,Excellent,Very High,0,7,6,2,2,2,59628,12164.112,0.7769230769230769
52,Yes,Travel_Rarely,Sales,2,Below College,Marketing,1038,Low,Low,5,Manager,Low,Married,19845,1,No,15,Excellent,Very High,1,33,3,32,6,9,238140,50009.4,0.7076923076923077
44,No,Travel_Rarely,Sales,28,Master,Medical,1039,Very High,Very High,4,Sales Executive,Very High,Married,13320,3,Yes,18,Excellent,High,1,23,2,12,11,11,159840,33566.4,0.05384615384615385
50,No,Non-Travel,Sales,1,Bachelor,Life Sciences,1040,Very High,High,2,Sales Executive,High,Married,6347,0,No,12,Excellent,Low,1,19,3,18,0,13,76164,15994.439999999999,0.03076923076923077
36,Yes,Travel_Rarely,Research & Development,16,Master,Life Sciences,1042,High,Very High,1,Laboratory Technician,Very High,Single,2743,1,No,16,Excellent,High,0,18,1,17,15,14,32916,6484.452,0.7384615384615385
39,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1043,Very High,High,3,Manufacturing Director,High,Single,10880,1,Yes,13,Excellent,High,0,21,2,21,2,8,130560,27417.6,0.1076923076923077
33,No,Non-Travel,Sales,8,College,Life Sciences,1044,Medium,Medium,1,Sales Representative,Medium,Single,2342,0,No,19,Excellent,Very High,0,3,2,2,2,2,28104,4524.744,0.23076923076923078
45,No,Travel_Rarely,Sales,11,Bachelor,Life Sciences,1045,Very High,High,4,Manager,High,Married,17650,3,No,13,Excellent,Medium,1,26,4,9,1,1,211800,44478,0
32,No,Non-Travel,Research & Development,29,Bachelor,Medical,1046,Very High,High,1,Laboratory Technician,High,Single,4025,9,No,12,Excellent,Medium,0,10,2,8,7,7,48300,9515.1,0.2846153846153846
34,No,Travel_Rarely,Sales,1,Master,Marketing,1047,Medium,Very High,2,Sales Executive,Very High,Divorced,9725,0,No,11,Excellent,Very High,1,16,2,15,0,9,116700,24507,0.015384615384615385
59,No,Travel_Rarely,Sales,1,Bachelor,Technical Degree,1048,Medium,High,3,Manager,High,Married,11904,3,Yes,14,Excellent,High,1,14,1,6,0,4,142848,29998.079999999998,0.03076923076923077
45,No,Travel_Rarely,Human Resources,24,Bachelor,Medical,1049,Medium,High,1,Human Resources,High,Single,2177,1,No,16,Excellent,Low,0,6,3,6,0,4,26124,4205.964,0.17692307692307693
53,No,Travel_Frequently,Sales,2,Bachelor,Marketing,1050,High,Medium,3,Sales Executive,Medium,Married,7525,2,No,12,Excellent,Low,1,30,2,15,6,12,90300,18963,0.05384615384615385
36,Yes,Travel_Rarely,Research & Development,15,Bachelor,Other,1052,Low,High,2,Laboratory Technician,High,Divorced,4834,7,No,14,Excellent,Medium,1,9,3,1,0,0,58008,11833.632,0.6923076923076923
26,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1053,Low,High,1,Research Scientist,High,Married,2042,6,Yes,14,Excellent,Medium,1,6,2,3,1,2,24504,3945.1440000000002,0.8384615384615385
34,No,Travel_Rarely,Sales,10,Bachelor,Life Sciences,1055,High,High,1,Sales Representative,High,Married,2220,1,Yes,19,Excellent,Very High,1,1,2,1,0,0,26640,4289.04,0.27692307692307694
28,No,Travel_Rarely,Sales,10,Bachelor,Medical,1056,Very High,High,1,Sales Representative,High,Married,1052,1,No,22,Outstanding,Medium,0,1,5,1,0,0,12624,2032.464,0.14615384615384616
38,No,Travel_Frequently,Research & Development,3,Bachelor,Other,1060,High,High,1,Research Scientist,High,Married,2821,3,No,16,Excellent,Low,1,8,2,2,2,2,33852,6668.844,0.015384615384615385
50,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1061,Medium,High,5,Research Director,High,Married,19237,2,Yes,11,Excellent,Very High,1,29,2,8,7,7,230844,48477.24,0.038461538461538464
37,No,Travel_Rarely,Research & Development,3,Bachelor,Other,1062,Very High,High,2,Healthcare Representative,High,Single,4107,3,No,15,Excellent,Low,0,8,3,4,0,1,49284,9708.948,0.046153846153846156
40,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1066,High,High,2,Sales Executive,High,Married,8396,1,No,14,Excellent,Medium,1,8,3,7,7,5,100752,21157.92,0.007692307692307693
26,No,Travel_Frequently,Research & Development,1,College,Medical,1068,Low,Medium,1,Research Scientist,Medium,Divorced,2007,1,No,13,Excellent,High,2,5,5,5,1,3,24084,3877.524,0.07692307692307693
46,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1069,Very High,High,5,Research Director,High,Divorced,19627,9,No,17,Excellent,Very High,2,23,0,2,2,2,235524,49460.04,0.08461538461538462
54,No,Travel_Rarely,Sales,2,College,Life Sciences,1070,High,Medium,3,Sales Executive,Medium,Married,10686,6,No,11,Excellent,Medium,1,13,4,9,7,0,128232,26928.719999999998,0.13846153846153847
56,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,1071,Low,High,1,Research Scientist,High,Married,2942,2,No,19,Excellent,Medium,1,18,4,5,0,3,35304,6954.888,0.023076923076923078
36,No,Travel_Rarely,Research & Development,12,College,Medical,1073,Very High,Medium,3,Manufacturing Director,Medium,Single,8858,0,No,11,Excellent,Medium,0,15,2,14,7,8,106296,22322.16,0.023076923076923078
55,No,Non-Travel,Research & Development,2,College,Medical,1074,High,Medium,4,Manager,Medium,Single,16756,7,No,15,Excellent,Medium,0,31,3,9,6,2,201072,42225.119999999995,0.038461538461538464
43,No,Travel_Rarely,Sales,25,College,Medical,1076,High,Medium,3,Sales Executive,Medium,Divorced,10798,5,No,13,Excellent,High,1,18,5,1,0,0,129576,27210.96,0.06923076923076923
20,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,1077,Very High,High,1,Sales Representative,High,Single,2323,1,Yes,14,Excellent,Medium,0,2,3,2,0,2,27876,4488.036,0.9153846153846154
21,Yes,Travel_Rarely,Research & Development,10,College,Life Sciences,1079,High,Medium,1,Laboratory Technician,High,Single,1416,1,No,13,Excellent,Low,0,1,6,1,1,0,16992,2735.712,0.4846153846153846
46,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1080,Very High,Medium,2,Research Scientist,Medium,Divorced,4615,8,Yes,23,Outstanding,Low,3,19,2,16,1,7,55380,11297.519999999999,0.2076923076923077
51,Yes,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1081,Low,High,1,Research Scientist,High,Married,2461,9,Yes,12,Excellent,High,3,18,2,10,2,7,29532,4754.652,0.7461538461538462
28,Yes,Non-Travel,Research & Development,24,College,Technical Degree,1082,Medium,Medium,3,Healthcare Representative,Medium,Single,8722,1,No,12,Excellent,Low,0,10,2,10,1,9,104664,21979.44,0.5846153846153846
26,No,Travel_Rarely,Research & Development,1,College,Medical,1083,Low,Medium,1,Laboratory Technician,Medium,Married,3955,1,No,16,Excellent,Low,2,6,2,5,1,3,47460,9349.62,0.06153846153846154
30,No,Travel_Rarely,Research & Development,20,Bachelor,Other,1084,High,High,2,Manufacturing Director,High,Married,9957,0,No,15,Excellent,High,1,7,1,6,0,2,119484,25091.64,0.007692307692307693
41,No,Travel_Rarely,Research & Development,7,Master,Technical Degree,1085,Medium,Very High,1,Research Scientist,Very High,Married,3376,1,No,13,Excellent,High,0,10,3,10,0,8,40512,7980.8640000000005,0.07692307692307693
38,No,Travel_Rarely,Research & Development,17,College,Life Sciences,1088,High,Medium,3,Healthcare Representative,Medium,Married,8823,0,No,18,Excellent,Low,1,20,4,19,1,9,105876,22233.96,0.007692307692307693
40,No,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,1092,Low,High,3,Healthcare Representative,High,Married,10322,4,No,20,Outstanding,Very High,1,14,6,11,11,1,123864,26011.44,0.12307692307692308
27,No,Non-Travel,Research & Development,8,Below College,Life Sciences,1094,Low,Low,1,Laboratory Technician,Low,Married,4621,1,No,19,Excellent,Very High,3,3,4,3,1,2,55452,11312.207999999999,0.07692307692307693
55,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1096,Very High,High,3,Manufacturing Director,High,Married,10976,3,No,18,Excellent,Medium,1,23,4,3,1,2,131712,27659.52,0.023076923076923078
28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1097,High,High,2,Research Scientist,High,Single,3660,3,No,13,Excellent,Very High,0,10,4,8,1,7,43920,8652.24,0.07692307692307693
44,Yes,Travel_Rarely,Human Resources,1,College,Medical,1098,Medium,Medium,3,Human Resources,Medium,Married,10482,9,No,14,Excellent,Very High,1,24,1,20,3,6,125784,26414.64,0.09230769230769231
33,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1099,Very High,Medium,3,Healthcare Representative,Medium,Divorced,7119,4,No,15,Excellent,High,1,9,2,3,1,2,85428,17939.88,0
35,Yes,Travel_Rarely,Sales,4,Bachelor,Technical Degree,1100,Very High,High,3,Sales Executive,High,Single,9582,0,Yes,22,Outstanding,Low,0,9,2,8,4,7,114984,24146.64,0.6692307692307692
33,Yes,Travel_Frequently,Research & Development,29,College,Medical,1101,Low,Medium,2,Research Scientist,Medium,Single,4508,1,No,22,Outstanding,Medium,0,14,4,13,3,8,54096,11035.583999999999,0.18461538461538463
28,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1102,Low,High,1,Laboratory Technician,High,Divorced,2207,1,No,16,Excellent,Very High,1,4,5,4,2,2,26484,4263.924,0.023076923076923078
34,No,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,1103,Low,High,2,Healthcare Representative,High,Single,7756,0,No,17,Excellent,High,0,7,1,6,0,4,93072,19545.12,0.038461538461538464
37,No,Travel_Rarely,Sales,10,College,Life Sciences,1105,Very High,Medium,2,Sales Executive,Medium,Divorced,6694,2,Yes,14,Excellent,High,3,8,5,1,0,0,80328,16868.88,0.15384615384615385
25,Yes,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1106,Very High,High,1,Laboratory Technician,High,Married,3691,1,Yes,15,Excellent,Medium,1,7,3,7,5,6,44292,8725.524000000001,0.7
26,Yes,Travel_Rarely,Research & Development,21,Bachelor,Medical,1107,Low,High,1,Laboratory Technician,High,Divorced,2377,1,No,20,Outstanding,High,1,1,0,1,0,0,28524,4592.3640000000005,0.6923076923076923
33,Yes,Travel_Rarely,Research & Development,25,College,Medical,1108,Low,Medium,1,Research Scientist,Medium,Single,2313,4,Yes,20,Outstanding,Medium,0,5,0,2,2,2,27756,4468.716,0.8615384615384616
42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1109,Very High,High,4,Manager,High,Married,17665,0,No,17,Excellent,Very High,1,23,3,22,13,7,211980,44515.799999999996,0.007692307692307693
28,Yes,Travel_Frequently,Research & Development,1,College,Medical,1111,Low,Medium,1,Laboratory Technician,Medium,Divorced,2596,1,No,15,Excellent,Low,2,1,2,1,0,0,31152,6136.944,0.35384615384615387
50,Yes,Travel_Frequently,Sales,1,Bachelor,Other,1113,Very High,High,2,Sales Executive,High,Single,4728,3,Yes,14,Excellent,Very High,0,5,4,0,0,0,56736,11574.143999999998,0.7769230769230769
33,No,Travel_Frequently,Sales,7,Bachelor,Life Sciences,1114,Very High,High,2,Sales Executive,High,Married,4302,0,No,17,Excellent,High,1,4,3,3,0,2,51624,10531.295999999998,0.07692307692307693
34,No,Non-Travel,Research & Development,3,College,Life Sciences,1115,High,Medium,1,Research Scientist,Medium,Married,2979,3,No,17,Excellent,Very High,3,6,2,0,0,0,35748,7042.356000000001,0.1076923076923077
48,No,Non-Travel,Research & Development,1,Master,Medical,1116,Low,Very High,4,Manager,High,Single,16885,2,No,22,Outstanding,High,0,27,3,5,2,1,202620,42550.2,0.015384615384615385
45,No,Non-Travel,Sales,9,College,Life Sciences,1117,Medium,Medium,2,Sales Executive,Medium,Married,5593,1,No,13,Excellent,Very High,1,15,2,15,4,12,67116,13691.663999999999,0.038461538461538464
52,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1118,Medium,High,3,Healthcare Representative,High,Single,10445,7,No,19,Excellent,Very High,0,18,4,8,4,0,125340,26321.399999999998,0.06923076923076923
38,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1119,High,Medium,3,Sales Executive,Medium,Divorced,8740,0,Yes,14,Excellent,Medium,2,9,2,8,2,7,104880,22024.8,0.03076923076923077
29,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1120,High,High,1,Research Scientist,High,Divorced,2514,4,No,22,Outstanding,Low,1,11,1,7,1,7,30168,5943.0960000000005,0.06923076923076923
28,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1121,Very High,High,3,Manufacturing Director,High,Divorced,7655,0,No,17,Excellent,Medium,3,10,3,9,1,7,91860,19290.6,0.03076923076923077
46,No,Travel_Rarely,Sales,3,Bachelor,Marketing,1124,Low,High,4,Manager,High,Married,17465,3,No,12,Excellent,Very High,1,23,3,12,4,9,209580,44011.799999999996,0.023076923076923078
38,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1125,Very High,High,3,Sales Executive,High,Single,7351,7,No,16,Excellent,High,0,10,2,1,0,0,88212,18524.52,0.06153846153846154
43,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1126,High,High,3,Manufacturing Director,High,Married,10820,8,No,11,Excellent,High,1,18,1,8,0,1,129840,27266.399999999998,0.05384615384615385
39,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1127,Low,High,4,Healthcare Representative,High,Divorced,12169,7,No,11,Excellent,Very High,3,21,4,18,11,5,146028,30665.879999999997,0.676923076923077
40,No,Travel_Rarely,Research & Development,14,College,Medical,1128,High,Medium,5,Research Director,Medium,Single,19626,1,No,14,Excellent,Low,0,21,2,20,4,9,235512,49457.52,0.1
21,No,Travel_Rarely,Research & Development,1,College,Technical Degree,1131,Very High,Medium,1,Research Scientist,Medium,Single,2070,1,Yes,11,Excellent,High,0,2,6,2,2,2,24840,3999.2400000000002,0.2692307692307692
39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1132,High,High,2,Laboratory Technician,High,Single,6782,9,No,15,Excellent,High,0,9,2,5,0,3,81384,17090.64,0.046153846153846156
36,No,Non-Travel,Research & Development,18,Bachelor,Life Sciences,1133,Low,High,2,Manufacturing Director,High,Single,7779,2,No,20,Outstanding,Low,0,18,0,11,0,9,93348,19603.079999999998,0.023076923076923078
31,No,Travel_Frequently,Sales,20,Master,Life Sciences,1135,High,Very High,1,Sales Representative,High,Married,2791,0,No,12,Excellent,Low,1,3,4,2,2,2,33492,6597.924,0.2153846153846154
28,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1136,Low,Medium,1,Research Scientist,Medium,Married,3201,0,No,17,Excellent,Low,0,6,2,5,0,4,38412,7567.164000000001,0.03076923076923077
35,No,Travel_Frequently,Sales,11,Bachelor,Marketing,1137,Very High,High,2,Sales Executive,High,Divorced,4968,1,No,11,Excellent,Very High,1,5,3,5,0,2,59616,12161.663999999999,0.03076923076923077
49,No,Travel_Rarely,Sales,8,College,Technical Degree,1138,Very High,Medium,4,Sales Executive,Medium,Married,13120,6,No,17,Excellent,Medium,1,22,3,9,2,3,157440,33062.4,0.07692307692307693
34,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1140,Very High,High,2,Manufacturing Director,High,Single,4033,2,No,11,Excellent,Very High,0,5,3,3,0,2,48396,9534.012,0.14615384615384616
29,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1143,Very High,High,1,Research Scientist,High,Divorced,3291,0,No,14,Excellent,Very High,2,8,2,7,1,1,39492,7779.924,0.038461538461538464
42,No,Travel_Rarely,Research & Development,29,Below College,Medical,1148,Medium,Low,2,Laboratory Technician,Low,Single,4272,4,No,19,Excellent,Low,0,16,3,1,0,0,51264,10457.856,0.13076923076923078
29,No,Travel_Rarely,Research & Development,8,College,Medical,1150,Medium,Medium,2,Manufacturing Director,Medium,Married,5056,1,Yes,15,Excellent,High,1,10,2,10,1,2,60672,12377.088,0.03076923076923077
38,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1152,High,Very High,1,Human Resources,Very High,Married,2844,1,No,13,Excellent,Very High,1,7,2,7,5,0,34128,6723.216,0.046153846153846156
28,No,Travel_Frequently,Research & Development,6,College,Life Sciences,1154,High,Medium,1,Research Scientist,High,Divorced,2703,1,Yes,14,Excellent,Very High,1,3,2,3,0,2,32436,6389.892,0.34615384615384615
18,Yes,Non-Travel,Research & Development,8,Bachelor,Medical,1156,High,High,1,Laboratory Technician,High,Single,1904,1,No,12,Excellent,Very High,0,0,0,0,0,0,22848,3678.5280000000002,0.7615384615384615
33,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1157,Low,High,2,Sales Executive,High,Single,8224,0,Yes,17,Excellent,Low,0,6,3,5,0,3,98688,20724.48,0.3
41,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1158,Medium,High,1,Laboratory Technician,High,Married,4766,3,Yes,11,Excellent,Low,1,6,4,1,0,0,57192,11667.168,0.26153846153846155
31,Yes,Travel_Frequently,Research & Development,15,Bachelor,Medical,1160,High,High,1,Laboratory Technician,High,Married,2610,1,No,12,Excellent,High,1,2,5,2,2,2,31320,6170.04,0.7
37,No,Travel_Rarely,Research & Development,25,College,Medical,1161,High,Medium,2,Healthcare Representative,Medium,Divorced,5731,7,No,13,Excellent,High,2,9,2,6,1,3,68772,14029.488,0.03076923076923077
27,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1162,Very High,Medium,1,Research Scientist,Medium,Married,2539,1,No,13,Excellent,High,1,4,0,4,2,2,30468,6002.196,0.038461538461538464
34,No,Travel_Rarely,Sales,9,Bachelor,Life Sciences,1163,Medium,High,2,Sales Executive,High,Married,5714,1,No,20,Outstanding,Low,0,6,3,6,1,3,68568,13987.872,0.007692307692307693
35,No,Travel_Rarely,Human Resources,8,Bachelor,Technical Degree,1164,High,High,1,Human Resources,High,Single,4323,1,No,17,Excellent,Medium,0,6,2,5,1,4,51876,10582.704,0.1076923076923077
29,Yes,Travel_Rarely,Sales,23,College,Life Sciences,1165,Very High,Medium,3,Sales Executive,Medium,Married,7336,1,No,13,Excellent,Low,1,11,3,11,3,10,88032,18486.719999999998,0.6615384615384615
40,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,1166,Medium,High,3,Research Director,High,Single,13499,9,No,17,Excellent,High,0,20,3,18,2,13,161988,34017.479999999996,0.06923076923076923
42,Yes,Travel_Frequently,Sales,12,Bachelor,Life Sciences,1167,High,High,4,Sales Executive,High,Single,13758,0,Yes,12,Excellent,Medium,0,22,2,21,13,14,165096,34670.159999999996,0.7769230769230769
42,No,Travel_Rarely,Sales,4,Bachelor,Marketing,1171,Medium,High,2,Sales Executive,High,Single,5155,7,No,13,Excellent,Very High,0,9,3,6,1,5,61860,12619.439999999999,0.046153846153846156
35,No,Travel_Rarely,Research & Development,1,College,Medical,1172,Very High,Medium,1,Laboratory Technician,Medium,Married,2258,6,No,12,Excellent,Medium,1,10,2,8,1,7,27096,4362.456,0.05384615384615385
24,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1173,Very High,High,1,Laboratory Technician,High,Single,3597,8,No,22,Outstanding,Very High,0,6,2,4,1,2,43164,8503.308,0.06923076923076923
28,Yes,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1175,High,High,1,Laboratory Technician,High,Married,2515,1,Yes,11,Excellent,Very High,0,1,4,1,0,0,30180,5945.46,0.7384615384615385
26,No,Travel_Rarely,Research & Development,3,Master,Medical,1177,Low,Very High,1,Laboratory Technician,Very High,Married,4420,1,No,22,Outstanding,Medium,1,8,2,8,0,7,53040,10820.16,0.03076923076923077
30,No,Travel_Rarely,Sales,10,College,Marketing,1179,High,Medium,2,Sales Executive,Medium,Married,6578,1,No,18,Excellent,Low,1,10,3,10,1,4,78936,16576.559999999998,0
40,No,Travel_Frequently,Research & Development,26,College,Medical,1180,High,Medium,2,Research Scientist,Medium,Married,4422,3,Yes,13,Excellent,Very High,1,16,3,1,0,0,53064,10825.055999999999,0.1076923076923077
35,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1182,High,Medium,3,Manufacturing Director,Medium,Divorced,10274,2,No,18,Excellent,Medium,1,15,2,7,6,4,123288,25890.48,0
34,No,Travel_Frequently,Research & Development,1,College,Medical,1184,Very High,Medium,2,Healthcare Representative,Medium,Single,5343,0,No,20,Outstanding,High,0,14,3,13,4,9,64116,13079.663999999999,0.015384615384615385
35,No,Travel_Frequently,Research & Development,4,College,Other,1185,Very High,Medium,1,Laboratory Technician,Medium,Married,2376,1,No,13,Excellent,Medium,1,2,2,2,2,2,28512,4590.432,0.24615384615384617
43,Yes,Travel_Rarely,Sales,9,Below College,Marketing,1188,Low,Low,2,Sales Executive,Low,Single,5346,8,No,13,Excellent,Medium,0,7,2,4,1,3,64152,13087.008,0.7923076923076923
32,No,Non-Travel,Sales,2,Bachelor,Life Sciences,1190,High,High,1,Sales Representative,High,Divorced,2827,1,No,12,Excellent,High,3,1,3,1,0,0,33924,6683.028,0.1
56,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1191,Very High,High,5,Manager,High,Divorced,19943,4,No,13,Excellent,Very High,1,28,2,5,4,2,239316,50256.36,0.046153846153846156
29,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1192,Medium,High,1,Laboratory Technician,High,Married,3131,1,No,13,Excellent,Low,1,10,5,10,0,8,37572,7401.684,0.05384615384615385
19,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1193,High,High,1,Research Scientist,High,Single,2552,1,No,25,Outstanding,High,0,1,4,1,0,0,30624,6032.928,0.4230769230769231
45,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1195,Low,High,1,Research Scientist,High,Married,4477,4,Yes,19,Excellent,High,1,7,2,3,0,2,53724,10959.696,0.05384615384615385
37,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1196,Very High,Medium,2,Manufacturing Director,Medium,Married,6474,1,No,13,Excellent,Medium,1,14,2,14,3,11,77688,16314.48,0.007692307692307693
20,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1198,Low,Medium,1,Laboratory Technician,Medium,Single,3033,1,No,12,Excellent,Low,0,2,2,2,1,2,36396,7170.012000000001,0.12307692307692308
44,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1200,High,High,1,Research Scientist,High,Single,2936,1,Yes,11,Excellent,High,0,6,4,6,0,2,35232,6940.704000000001,0.7153846153846154
53,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1201,Very High,High,5,Manager,High,Divorced,18606,3,No,18,Excellent,Medium,1,26,6,7,4,7,223272,46887.119999999995,0.007692307692307693
29,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1202,Medium,Low,1,Research Scientist,Low,Married,2168,0,Yes,18,Excellent,Low,1,6,2,5,1,3,26016,4188.576,0.2
22,Yes,Travel_Frequently,Research & Development,3,College,Life Sciences,1203,High,Medium,1,Research Scientist,Medium,Married,2853,0,Yes,11,Excellent,Medium,1,1,5,0,0,0,34236,6744.492,0.8
46,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1204,High,High,4,Manager,High,Married,17048,8,No,23,Outstanding,Low,0,28,2,26,15,9,204576,42960.96,0.09230769230769231
44,No,Non-Travel,Research & Development,17,Below College,Life Sciences,1206,Very High,Low,1,Research Scientist,Low,Single,2290,2,No,13,Excellent,Very High,0,6,3,0,0,0,27480,4424.28,0.08461538461538462
33,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1207,Medium,High,1,Human Resources,High,Married,3600,1,No,13,Excellent,Very High,1,5,2,5,1,4,43200,8510.4,0.03076923076923077
41,Yes,Non-Travel,Research & Development,5,College,Life Sciences,1210,Low,Medium,1,Research Scientist,Medium,Divorced,2107,6,No,17,Excellent,Low,1,5,2,1,0,0,25284,4070.724,0.13076923076923078
30,No,Travel_Rarely,Sales,29,Bachelor,Life Sciences,1211,High,High,2,Sales Executive,High,Divorced,4115,8,No,19,Excellent,High,3,8,3,4,0,3,49380,9727.86,0.1
40,No,Travel_Frequently,Sales,2,Bachelor,Medical,1212,Medium,High,2,Sales Executive,High,Married,4327,5,No,12,Excellent,Very High,3,5,2,0,0,0,51924,10592.496,0.1076923076923077
50,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1215,Very High,High,4,Manager,High,Married,17856,2,No,22,Outstanding,High,1,32,3,2,2,2,214272,44997.119999999995,0.038461538461538464
28,No,Travel_Rarely,Research & Development,19,College,Medical,1216,Very High,Medium,1,Laboratory Technician,Medium,Married,3196,1,No,12,Excellent,High,3,6,2,6,3,3,38352,7555.344,0.09230769230769231
46,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1217,Very High,High,5,Research Director,High,Married,19081,5,No,11,Excellent,Low,1,25,2,4,0,3,228972,48084.119999999995,0.03076923076923077
35,No,Travel_Rarely,Sales,17,Bachelor,Life Sciences,1218,High,High,2,Sales Executive,High,Married,8966,3,Yes,15,Excellent,Very High,3,15,2,7,1,7,107592,22594.32,0.06923076923076923
24,Yes,Travel_Rarely,Research & Development,17,Bachelor,Life Sciences,1219,Very High,High,1,Laboratory Technician,High,Married,2210,1,No,13,Excellent,Low,1,1,3,1,0,0,26520,4269.72,0.7153846153846154
33,No,Travel_Frequently,Sales,25,Bachelor,Medical,1220,Medium,High,2,Sales Executive,High,Married,4539,1,No,12,Excellent,Low,1,10,3,10,0,1,54468,11111.472,0.007692307692307693
36,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1221,High,Low,1,Laboratory Technician,Low,Divorced,2741,1,No,14,Excellent,High,1,7,4,7,1,7,32892,6479.724,0.03076923076923077
30,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1224,High,High,2,Laboratory Technician,High,Divorced,3491,1,No,13,Excellent,Low,3,10,4,10,8,9,41892,8252.724,0.09230769230769231
44,No,Travel_Rarely,Research & Development,29,Bachelor,Other,1225,Very High,High,2,Research Scientist,High,Single,4541,1,No,25,Outstanding,Medium,0,20,3,20,13,17,54492,11116.367999999999,0.07692307692307693
20,No,Travel_Rarely,Sales,21,Master,Marketing,1226,High,Very High,1,Sales Representative,Very High,Single,2678,1,No,17,Excellent,Very High,0,2,2,2,2,2,32136,6330.792,0.47692307692307695
46,No,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,1228,Very High,High,2,Manufacturing Director,High,Divorced,7379,2,No,11,Excellent,High,1,12,3,6,1,4,88548,18595.079999999998,0.023076923076923078
42,No,Non-Travel,Human Resources,2,Master,Medical,1231,Very High,Very High,2,Human Resources,Very High,Married,6272,7,No,16,Excellent,Low,1,10,3,4,0,3,75264,15805.439999999999,0
60,No,Travel_Rarely,Sales,7,Master,Marketing,1233,Medium,Very High,2,Sales Executive,Very High,Divorced,5220,0,Yes,18,Excellent,Medium,1,12,3,11,1,9,62640,12778.56,0.015384615384615385
32,No,Travel_Frequently,Research & Development,13,College,Other,1234,High,Medium,1,Laboratory Technician,Medium,Married,2743,1,No,20,Outstanding,High,1,2,2,2,2,2,32916,6484.452,0.15384615384615385
